"Time (CET)","Day-ahead Total Load Forecast [MW] - Cyprus (CY)","Actual Total Load [MW] - Cyprus (CY)"
"25.08.2019 03:30 - 25.08.2019 04:00","N/A","554"
"25.08.2019 04:00 - 25.08.2019 04:30","N/A","548"
"25.08.2019 04:30 - 25.08.2019 05:00","N/A","543"
"25.08.2019 05:00 - 25.08.2019 05:30","N/A","527"
"25.08.2019 05:30 - 25.08.2019 06:00","N/A","527"
"25.08.2019 06:00 - 25.08.2019 06:30","N/A","530"
"25.08.2019 06:30 - 25.08.2019 07:00","N/A","547"
"25.08.2019 07:00 - 25.08.2019 07:30","N/A","559"
"25.08.2019 07:30 - 25.08.2019 08:00","N/A","568"
"25.08.2019 08:00 - 25.08.2019 08:30","N/A","575"
"25.08.2019 08:30 - 25.08.2019 09:00","N/A","587"
"25.08.2019 09:00 - 25.08.2019 09:30","N/A","592"
"25.08.2019 09:30 - 25.08.2019 10:00","N/A","605"
"25.08.2019 10:00 - 25.08.2019 10:30","N/A","617"
"25.08.2019 10:30 - 25.08.2019 11:00","N/A","630"
"25.08.2019 11:00 - 25.08.2019 11:30","N/A","636"
"25.08.2019 11:30 - 25.08.2019 12:00","N/A","648"
"25.08.2019 12:00 - 25.08.2019 12:30","N/A","661"
"25.08.2019 12:30 - 25.08.2019 13:00","N/A","666"
"25.08.2019 13:00 - 25.08.2019 13:30","N/A","680"
"25.08.2019 13:30 - 25.08.2019 14:00","N/A","691"
"25.08.2019 14:00 - 25.08.2019 14:30","N/A","698"
"25.08.2019 14:30 - 25.08.2019 15:00","N/A","703"
"25.08.2019 15:00 - 25.08.2019 15:30","N/A","715"
"25.08.2019 15:30 - 25.08.2019 16:00","N/A","724"
"25.08.2019 16:00 - 25.08.2019 16:30","N/A","727"
"25.08.2019 16:30 - 25.08.2019 17:00","N/A","725"
"25.08.2019 17:00 - 25.08.2019 17:30","N/A","723"
"25.08.2019 17:30 - 25.08.2019 18:00","N/A","717"
"25.08.2019 18:00 - 25.08.2019 18:30","N/A","705"
"25.08.2019 18:30 - 25.08.2019 19:00","N/A","700"
"25.08.2019 19:00 - 25.08.2019 19:30","N/A","731"
"25.08.2019 19:30 - 25.08.2019 20:00","N/A","733"
"25.08.2019 20:00 - 25.08.2019 20:30","N/A","729"
"25.08.2019 20:30 - 25.08.2019 21:00","N/A","730"
"25.08.2019 21:00 - 25.08.2019 21:30","N/A","726"
"25.08.2019 21:30 - 25.08.2019 22:00","N/A","725"
"25.08.2019 22:00 - 25.08.2019 22:30","N/A","714"
"25.08.2019 22:30 - 25.08.2019 23:00","N/A","693"
"25.08.2019 23:00 - 25.08.2019 23:30","N/A","664"
"25.08.2019 23:30 - 26.08.2019 00:00","N/A","641"
"26.08.2019 00:00 - 26.08.2019 00:30","N/A","622"
"26.08.2019 00:30 - 26.08.2019 01:00","N/A","604"
"26.08.2019 01:00 - 26.08.2019 01:30","N/A","587"
"26.08.2019 01:30 - 26.08.2019 02:00","N/A","570"
"26.08.2019 02:00 - 26.08.2019 02:30","N/A","557"
"26.08.2019 02:30 - 26.08.2019 03:00","N/A","547"
"26.08.2019 03:00 - 26.08.2019 03:30","N/A","537"
"26.08.2019 03:30 - 26.08.2019 04:00","N/A","531"
"26.08.2019 04:00 - 26.08.2019 04:30","N/A","528"
"26.08.2019 04:30 - 26.08.2019 05:00","N/A","532"
"26.08.2019 05:00 - 26.08.2019 05:30","N/A","527"
"26.08.2019 05:30 - 26.08.2019 06:00","N/A","541"
"26.08.2019 06:00 - 26.08.2019 06:30","N/A","569"
"26.08.2019 06:30 - 26.08.2019 07:00","N/A","628"
"26.08.2019 07:00 - 26.08.2019 07:30","N/A","662"
"26.08.2019 07:30 - 26.08.2019 08:00","N/A","709"
"26.08.2019 08:00 - 26.08.2019 08:30","N/A","736"
"26.08.2019 08:30 - 26.08.2019 09:00","N/A","760"
"26.08.2019 09:00 - 26.08.2019 09:30","N/A","777"
"26.08.2019 09:30 - 26.08.2019 10:00","N/A","793"
"26.08.2019 10:00 - 26.08.2019 10:30","N/A","796"
"26.08.2019 10:30 - 26.08.2019 11:00","N/A","801"
"26.08.2019 11:00 - 26.08.2019 11:30","N/A","807"
"26.08.2019 11:30 - 26.08.2019 12:00","N/A","812"
"26.08.2019 12:00 - 26.08.2019 12:30","N/A","825"
"26.08.2019 12:30 - 26.08.2019 13:00","N/A","833"
"26.08.2019 13:00 - 26.08.2019 13:30","N/A","850"
"26.08.2019 13:30 - 26.08.2019 14:00","N/A","866"
"26.08.2019 14:00 - 26.08.2019 14:30","N/A","866"
"26.08.2019 14:30 - 26.08.2019 15:00","N/A","866"
"26.08.2019 15:00 - 26.08.2019 15:30","N/A","873"
"26.08.2019 15:30 - 26.08.2019 16:00","N/A","870"
"26.08.2019 16:00 - 26.08.2019 16:30","N/A","859"
"26.08.2019 16:30 - 26.08.2019 17:00","N/A","843"
"26.08.2019 17:00 - 26.08.2019 17:30","N/A","826"
"26.08.2019 17:30 - 26.08.2019 18:00","N/A","807"
"26.08.2019 18:00 - 26.08.2019 18:30","N/A","782"
"26.08.2019 18:30 - 26.08.2019 19:00","N/A","773"
"26.08.2019 19:00 - 26.08.2019 19:30","N/A","N/A"
"26.08.2019 19:30 - 26.08.2019 20:00","N/A","793"
"26.08.2019 20:00 - 26.08.2019 20:30","N/A","783"
"26.08.2019 20:30 - 26.08.2019 21:00","N/A","769"
"26.08.2019 21:00 - 26.08.2019 21:30","N/A","760"
"26.08.2019 21:30 - 26.08.2019 22:00","N/A","751"
"26.08.2019 22:00 - 26.08.2019 22:30","N/A","732"
"26.08.2019 22:30 - 26.08.2019 23:00","N/A","712"
"26.08.2019 23:00 - 26.08.2019 23:30","N/A","683"
"26.08.2019 23:30 - 27.08.2019 00:00","N/A","659"
"27.08.2019 00:00 - 27.08.2019 00:30","N/A","637"
"27.08.2019 00:30 - 27.08.2019 01:00","N/A","616"
"27.08.2019 01:00 - 27.08.2019 01:30","N/A","599"
"27.08.2019 01:30 - 27.08.2019 02:00","N/A","583"
"27.08.2019 02:00 - 27.08.2019 02:30","N/A","569"
"27.08.2019 02:30 - 27.08.2019 03:00","N/A","558"
"27.08.2019 03:00 - 27.08.2019 03:30","N/A","548"
"27.08.2019 03:30 - 27.08.2019 04:00","N/A","541"
"27.08.2019 04:00 - 27.08.2019 04:30","N/A","539"
"27.08.2019 04:30 - 27.08.2019 05:00","N/A","542"
"27.08.2019 05:00 - 27.08.2019 05:30","N/A","539"
"27.08.2019 05:30 - 27.08.2019 06:00","N/A","555"
"27.08.2019 06:00 - 27.08.2019 06:30","N/A","585"
"27.08.2019 06:30 - 27.08.2019 07:00","N/A","636"
"27.08.2019 07:00 - 27.08.2019 07:30","N/A","680"
"27.08.2019 07:30 - 27.08.2019 08:00","N/A","719"
"27.08.2019 08:00 - 27.08.2019 08:30","N/A","744"
"27.08.2019 08:30 - 27.08.2019 09:00","N/A","772"
"27.08.2019 09:00 - 27.08.2019 09:30","N/A","788"
"27.08.2019 09:30 - 27.08.2019 10:00","N/A","796"
"27.08.2019 10:00 - 27.08.2019 10:30","N/A","800"
"27.08.2019 10:30 - 27.08.2019 11:00","N/A","803"
"27.08.2019 11:00 - 27.08.2019 11:30","N/A","815"
"27.08.2019 11:30 - 27.08.2019 12:00","N/A","828"
"27.08.2019 12:00 - 27.08.2019 12:30","N/A","837"
"27.08.2019 12:30 - 27.08.2019 13:00","N/A","847"
"27.08.2019 13:00 - 27.08.2019 13:30","N/A","860"
"27.08.2019 13:30 - 27.08.2019 14:00","N/A","871"
"27.08.2019 14:00 - 27.08.2019 14:30","N/A","868"
"27.08.2019 14:30 - 27.08.2019 15:00","N/A","873"
"27.08.2019 15:00 - 27.08.2019 15:30","N/A","873"
"27.08.2019 15:30 - 27.08.2019 16:00","N/A","868"
"27.08.2019 16:00 - 27.08.2019 16:30","N/A","856"
"27.08.2019 16:30 - 27.08.2019 17:00","N/A","844"
"27.08.2019 17:00 - 27.08.2019 17:30","N/A","830"
"27.08.2019 17:30 - 27.08.2019 18:00","N/A","808"
"27.08.2019 18:00 - 27.08.2019 18:30","N/A","785"
"27.08.2019 18:30 - 27.08.2019 19:00","N/A","773"
"27.08.2019 19:00 - 27.08.2019 19:30","N/A","801"
"27.08.2019 19:30 - 27.08.2019 20:00","N/A","790"
"27.08.2019 20:00 - 27.08.2019 20:30","N/A","784"
"27.08.2019 20:30 - 27.08.2019 21:00","N/A","770"
"27.08.2019 21:00 - 27.08.2019 21:30","N/A","760"
"27.08.2019 21:30 - 27.08.2019 22:00","N/A","751"
"27.08.2019 22:00 - 27.08.2019 22:30","N/A","736"
"27.08.2019 22:30 - 27.08.2019 23:00","N/A","718"
"27.08.2019 23:00 - 27.08.2019 23:30","N/A","691"
"27.08.2019 23:30 - 28.08.2019 00:00","N/A","674"
"28.08.2019 00:00 - 28.08.2019 00:30","N/A","653"
"28.08.2019 00:30 - 28.08.2019 01:00","N/A","630"
"28.08.2019 01:00 - 28.08.2019 01:30","N/A","613"
"28.08.2019 01:30 - 28.08.2019 02:00","N/A","599"
"28.08.2019 02:00 - 28.08.2019 02:30","N/A","581"
"28.08.2019 02:30 - 28.08.2019 03:00","N/A","570"
"28.08.2019 03:00 - 28.08.2019 03:30","N/A","561"
"28.08.2019 03:30 - 28.08.2019 04:00","N/A","553"
"28.08.2019 04:00 - 28.08.2019 04:30","N/A","550"
"28.08.2019 04:30 - 28.08.2019 05:00","N/A","556"
"28.08.2019 05:00 - 28.08.2019 05:30","N/A","547"
"28.08.2019 05:30 - 28.08.2019 06:00","N/A","565"
"28.08.2019 06:00 - 28.08.2019 06:30","N/A","590"
"28.08.2019 06:30 - 28.08.2019 07:00","N/A","638"
"28.08.2019 07:00 - 28.08.2019 07:30","N/A","684"
"28.08.2019 07:30 - 28.08.2019 08:00","N/A","720"
"28.08.2019 08:00 - 28.08.2019 08:30","N/A","750"
"28.08.2019 08:30 - 28.08.2019 09:00","N/A","777"
"28.08.2019 09:00 - 28.08.2019 09:30","N/A","791"
"28.08.2019 09:30 - 28.08.2019 10:00","N/A","795"
"28.08.2019 10:00 - 28.08.2019 10:30","N/A","800"
"28.08.2019 10:30 - 28.08.2019 11:00","N/A","800"
"28.08.2019 11:00 - 28.08.2019 11:30","N/A","810"
"28.08.2019 11:30 - 28.08.2019 12:00","N/A","819"
"28.08.2019 12:00 - 28.08.2019 12:30","N/A","832"
"28.08.2019 12:30 - 28.08.2019 13:00","N/A","838"
"28.08.2019 13:00 - 28.08.2019 13:30","N/A","851"
"28.08.2019 13:30 - 28.08.2019 14:00","N/A","858"
"28.08.2019 14:00 - 28.08.2019 14:30","N/A","863"
"28.08.2019 14:30 - 28.08.2019 15:00","N/A","N/A"
"28.08.2019 15:00 - 28.08.2019 15:30","N/A","855"
"28.08.2019 15:30 - 28.08.2019 16:00","N/A","849"
"28.08.2019 16:00 - 28.08.2019 16:30","N/A","841"
"28.08.2019 16:30 - 28.08.2019 17:00","N/A","830"
"28.08.2019 17:00 - 28.08.2019 17:30","N/A","817"
"28.08.2019 17:30 - 28.08.2019 18:00","N/A","806"
"28.08.2019 18:00 - 28.08.2019 18:30","N/A","790"
"28.08.2019 18:30 - 28.08.2019 19:00","N/A","783"
"28.08.2019 19:00 - 28.08.2019 19:30","N/A","812"
"28.08.2019 19:30 - 28.08.2019 20:00","N/A","803"
"28.08.2019 20:00 - 28.08.2019 20:30","N/A","791"
"28.08.2019 20:30 - 28.08.2019 21:00","N/A","780"
"28.08.2019 21:00 - 28.08.2019 21:30","N/A","773"
"28.08.2019 21:30 - 28.08.2019 22:00","N/A","761"
"28.08.2019 22:00 - 28.08.2019 22:30","N/A","745"
"28.08.2019 22:30 - 28.08.2019 23:00","N/A","730"
"28.08.2019 23:00 - 28.08.2019 23:30","N/A","707"
"28.08.2019 23:30 - 29.08.2019 00:00","N/A","684"
"29.08.2019 00:00 - 29.08.2019 00:30","N/A","661"
"29.08.2019 00:30 - 29.08.2019 01:00","N/A","641"
"29.08.2019 01:00 - 29.08.2019 01:30","N/A","616"
"29.08.2019 01:30 - 29.08.2019 02:00","N/A","600"
"29.08.2019 02:00 - 29.08.2019 02:30","N/A","588"
"29.08.2019 02:30 - 29.08.2019 03:00","N/A","575"
"29.08.2019 03:00 - 29.08.2019 03:30","N/A","567"
"29.08.2019 03:30 - 29.08.2019 04:00","N/A","560"
"29.08.2019 04:00 - 29.08.2019 04:30","N/A","558"
"29.08.2019 04:30 - 29.08.2019 05:00","N/A","560"
"29.08.2019 05:00 - 29.08.2019 05:30","N/A","554"
"29.08.2019 05:30 - 29.08.2019 06:00","N/A","566"
"29.08.2019 06:00 - 29.08.2019 06:30","N/A","596"
"29.08.2019 06:30 - 29.08.2019 07:00","N/A","642"
"29.08.2019 07:00 - 29.08.2019 07:30","N/A","683"
"29.08.2019 07:30 - 29.08.2019 08:00","N/A","726"
"29.08.2019 08:00 - 29.08.2019 08:30","N/A","751"
"29.08.2019 08:30 - 29.08.2019 09:00","N/A","775"
"29.08.2019 09:00 - 29.08.2019 09:30","N/A","791"
"29.08.2019 09:30 - 29.08.2019 10:00","N/A","798"
"29.08.2019 10:00 - 29.08.2019 10:30","N/A","804"
"29.08.2019 10:30 - 29.08.2019 11:00","N/A","806"
"29.08.2019 11:00 - 29.08.2019 11:30","N/A","811"
"29.08.2019 11:30 - 29.08.2019 12:00","N/A","824"
"29.08.2019 12:00 - 29.08.2019 12:30","N/A","836"
"29.08.2019 12:30 - 29.08.2019 13:00","N/A","847"
"29.08.2019 13:00 - 29.08.2019 13:30","N/A","861"
"29.08.2019 13:30 - 29.08.2019 14:00","N/A","874"
"29.08.2019 14:00 - 29.08.2019 14:30","N/A","873"
"29.08.2019 14:30 - 29.08.2019 15:00","N/A","876"
"29.08.2019 15:00 - 29.08.2019 15:30","N/A","875"
"29.08.2019 15:30 - 29.08.2019 16:00","N/A","876"
"29.08.2019 16:00 - 29.08.2019 16:30","N/A","865"
"29.08.2019 16:30 - 29.08.2019 17:00","N/A","855"
"29.08.2019 17:00 - 29.08.2019 17:30","N/A","834"
"29.08.2019 17:30 - 29.08.2019 18:00","N/A","814"
"29.08.2019 18:00 - 29.08.2019 18:30","N/A","792"
"29.08.2019 18:30 - 29.08.2019 19:00","N/A","792"
"29.08.2019 19:00 - 29.08.2019 19:30","N/A","812"
"29.08.2019 19:30 - 29.08.2019 20:00","N/A","797"
"29.08.2019 20:00 - 29.08.2019 20:30","N/A","788"
"29.08.2019 20:30 - 29.08.2019 21:00","N/A","779"
"29.08.2019 21:00 - 29.08.2019 21:30","N/A","767"
"29.08.2019 21:30 - 29.08.2019 22:00","N/A","754"
"29.08.2019 22:00 - 29.08.2019 22:30","N/A","739"
"29.08.2019 22:30 - 29.08.2019 23:00","N/A","718"
"29.08.2019 23:00 - 29.08.2019 23:30","N/A","692"
"29.08.2019 23:30 - 30.08.2019 00:00","N/A","667"
"30.08.2019 00:00 - 30.08.2019 00:30","N/A","649"
"30.08.2019 00:30 - 30.08.2019 01:00","N/A","625"
"30.08.2019 01:00 - 30.08.2019 01:30","N/A","605"
"30.08.2019 01:30 - 30.08.2019 02:00","N/A","589"
"30.08.2019 02:00 - 30.08.2019 02:30","N/A","575"
"30.08.2019 02:30 - 30.08.2019 03:00","N/A","564"
"30.08.2019 03:00 - 30.08.2019 03:30","N/A","557"
"30.08.2019 03:30 - 30.08.2019 04:00","N/A","549"
"30.08.2019 04:00 - 30.08.2019 04:30","N/A","547"
"30.08.2019 04:30 - 30.08.2019 05:00","N/A","553"
"30.08.2019 05:00 - 30.08.2019 05:30","N/A","546"
"30.08.2019 05:30 - 30.08.2019 06:00","N/A","561"
"30.08.2019 06:00 - 30.08.2019 06:30","N/A","588"
"30.08.2019 06:30 - 30.08.2019 07:00","N/A","640"
"30.08.2019 07:00 - 30.08.2019 07:30","N/A","681"
"30.08.2019 07:30 - 30.08.2019 08:00","N/A","729"
"30.08.2019 08:00 - 30.08.2019 08:30","N/A","750"
"30.08.2019 08:30 - 30.08.2019 09:00","N/A","774"
"30.08.2019 09:00 - 30.08.2019 09:30","N/A","795"
"30.08.2019 09:30 - 30.08.2019 10:00","N/A","801"
"30.08.2019 10:00 - 30.08.2019 10:30","N/A","803"
"30.08.2019 10:30 - 30.08.2019 11:00","N/A","802"
"30.08.2019 11:00 - 30.08.2019 11:30","N/A","810"
"30.08.2019 11:30 - 30.08.2019 12:00","N/A","826"
"30.08.2019 12:00 - 30.08.2019 12:30","N/A","841"
"30.08.2019 12:30 - 30.08.2019 13:00","N/A","848"
"30.08.2019 13:00 - 30.08.2019 13:30","N/A","864"
"30.08.2019 13:30 - 30.08.2019 14:00","N/A","874"
"30.08.2019 14:00 - 30.08.2019 14:30","N/A","875"
"30.08.2019 14:30 - 30.08.2019 15:00","N/A","878"
"30.08.2019 15:00 - 30.08.2019 15:30","N/A","880"
"30.08.2019 15:30 - 30.08.2019 16:00","N/A","876"
"30.08.2019 16:00 - 30.08.2019 16:30","N/A","865"
"30.08.2019 16:30 - 30.08.2019 17:00","N/A","856"
"30.08.2019 17:00 - 30.08.2019 17:30","N/A","841"
"30.08.2019 17:30 - 30.08.2019 18:00","N/A","818"
"30.08.2019 18:00 - 30.08.2019 18:30","N/A","796"
"30.08.2019 18:30 - 30.08.2019 19:00","N/A","784"
"30.08.2019 19:00 - 30.08.2019 19:30","N/A","796"
"30.08.2019 19:30 - 30.08.2019 20:00","N/A","775"
"30.08.2019 20:00 - 30.08.2019 20:30","N/A","756"
"30.08.2019 20:30 - 30.08.2019 21:00","N/A","740"
"30.08.2019 21:00 - 30.08.2019 21:30","N/A","728"
"30.08.2019 21:30 - 30.08.2019 22:00","N/A","715"
"30.08.2019 22:00 - 30.08.2019 22:30","N/A","701"
"30.08.2019 22:30 - 30.08.2019 23:00","N/A","695"
"30.08.2019 23:00 - 30.08.2019 23:30","N/A","678"
"30.08.2019 23:30 - 31.08.2019 00:00","N/A","657"
"31.08.2019 00:00 - 31.08.2019 00:30","N/A","640"
"31.08.2019 00:30 - 31.08.2019 01:00","N/A","625"
"31.08.2019 01:00 - 31.08.2019 01:30","N/A","608"
"31.08.2019 01:30 - 31.08.2019 02:00","N/A","591"
"31.08.2019 02:00 - 31.08.2019 02:30","N/A","578"
"31.08.2019 02:30 - 31.08.2019 03:00","N/A","566"
"31.08.2019 03:00 - 31.08.2019 03:30","N/A","557"
"31.08.2019 03:30 - 31.08.2019 04:00","N/A","550"
"31.08.2019 04:00 - 31.08.2019 04:30","N/A","548"
"31.08.2019 04:30 - 31.08.2019 05:00","N/A","546"
"31.08.2019 05:00 - 31.08.2019 05:30","N/A","533"
"31.08.2019 05:30 - 31.08.2019 06:00","N/A","538"
"31.08.2019 06:00 - 31.08.2019 06:30","N/A","549"
"31.08.2019 06:30 - 31.08.2019 07:00","N/A","571"
"31.08.2019 07:00 - 31.08.2019 07:30","N/A","597"
"31.08.2019 07:30 - 31.08.2019 08:00","N/A","621"
"31.08.2019 08:00 - 31.08.2019 08:30","N/A","644"
"31.08.2019 08:30 - 31.08.2019 09:00","N/A","668"
"31.08.2019 09:00 - 31.08.2019 09:30","N/A","680"
"31.08.2019 09:30 - 31.08.2019 10:00","N/A","685"
"31.08.2019 10:00 - 31.08.2019 10:30","N/A","690"
"31.08.2019 10:30 - 31.08.2019 11:00","N/A","702"
"31.08.2019 11:00 - 31.08.2019 11:30","N/A","715"
"31.08.2019 11:30 - 31.08.2019 12:00","N/A","725"
"31.08.2019 12:00 - 31.08.2019 12:30","N/A","742"
"31.08.2019 12:30 - 31.08.2019 13:00","N/A","755"
"31.08.2019 13:00 - 31.08.2019 13:30","N/A","770"
"31.08.2019 13:30 - 31.08.2019 14:00","N/A","773"
"31.08.2019 14:00 - 31.08.2019 14:30","N/A","786"
"31.08.2019 14:30 - 31.08.2019 15:00","N/A","789"
"31.08.2019 15:00 - 31.08.2019 15:30","N/A","793"
"31.08.2019 15:30 - 31.08.2019 16:00","N/A","793"
"31.08.2019 16:00 - 31.08.2019 16:30","N/A","785"
"31.08.2019 16:30 - 31.08.2019 17:00","N/A","784"
"31.08.2019 17:00 - 31.08.2019 17:30","N/A","774"
"31.08.2019 17:30 - 31.08.2019 18:00","N/A","765"
"31.08.2019 18:00 - 31.08.2019 18:30","N/A","752"
"31.08.2019 18:30 - 31.08.2019 19:00","N/A","761"
"31.08.2019 19:00 - 31.08.2019 19:30","N/A","777"
"31.08.2019 19:30 - 31.08.2019 20:00","N/A","761"
"31.08.2019 20:00 - 31.08.2019 20:30","N/A","745"
"31.08.2019 20:30 - 31.08.2019 21:00","N/A","730"
"31.08.2019 21:00 - 31.08.2019 21:30","N/A","715"
"31.08.2019 21:30 - 31.08.2019 22:00","N/A","706"
"31.08.2019 22:00 - 31.08.2019 22:30","N/A","697"
"31.08.2019 22:30 - 31.08.2019 23:00","N/A","687"
"31.08.2019 23:00 - 31.08.2019 23:30","N/A","676"
"31.08.2019 23:30 - 01.09.2019 00:00","N/A","656"
"01.09.2019 00:00 - 01.09.2019 00:30","N/A","643"
"01.09.2019 00:30 - 01.09.2019 01:00","N/A","628"
"01.09.2019 01:00 - 01.09.2019 01:30","N/A","612"
"01.09.2019 01:30 - 01.09.2019 02:00","N/A","599"
"01.09.2019 02:00 - 01.09.2019 02:30","N/A","586"
"01.09.2019 02:30 - 01.09.2019 03:00","N/A","575"
"01.09.2019 03:00 - 01.09.2019 03:30","N/A","564"
"01.09.2019 03:30 - 01.09.2019 04:00","N/A","556"
"01.09.2019 04:00 - 01.09.2019 04:30","N/A","550"
"01.09.2019 04:30 - 01.09.2019 05:00","N/A","546"
"01.09.2019 05:00 - 01.09.2019 05:30","N/A","526"
"01.09.2019 05:30 - 01.09.2019 06:00","N/A","527"
"01.09.2019 06:00 - 01.09.2019 06:30","N/A","529"
"01.09.2019 06:30 - 01.09.2019 07:00","N/A","540"
"01.09.2019 07:00 - 01.09.2019 07:30","N/A","553"
"01.09.2019 07:30 - 01.09.2019 08:00","N/A","562"
"01.09.2019 08:00 - 01.09.2019 08:30","N/A","568"
"01.09.2019 08:30 - 01.09.2019 09:00","N/A","581"
"01.09.2019 09:00 - 01.09.2019 09:30","N/A","588"
"01.09.2019 09:30 - 01.09.2019 10:00","N/A","603"
"01.09.2019 10:00 - 01.09.2019 10:30","N/A","609"
"01.09.2019 10:30 - 01.09.2019 11:00","N/A","617"
"01.09.2019 11:00 - 01.09.2019 11:30","N/A","625"
"01.09.2019 11:30 - 01.09.2019 12:00","N/A","635"
"01.09.2019 12:00 - 01.09.2019 12:30","N/A","643"
"01.09.2019 12:30 - 01.09.2019 13:00","N/A","647"
"01.09.2019 13:00 - 01.09.2019 13:30","N/A","656"
"01.09.2019 13:30 - 01.09.2019 14:00","N/A","667"
"01.09.2019 14:00 - 01.09.2019 14:30","N/A","678"
"01.09.2019 14:30 - 01.09.2019 15:00","N/A","693"
"01.09.2019 15:00 - 01.09.2019 15:30","N/A","699"
"01.09.2019 15:30 - 01.09.2019 16:00","N/A","708"
"01.09.2019 16:00 - 01.09.2019 16:30","N/A","712"
"01.09.2019 16:30 - 01.09.2019 17:00","N/A","714"
"01.09.2019 17:00 - 01.09.2019 17:30","N/A","710"
"01.09.2019 17:30 - 01.09.2019 18:00","N/A","700"
"01.09.2019 18:00 - 01.09.2019 18:30","N/A","688"
"01.09.2019 18:30 - 01.09.2019 19:00","N/A","698"
"01.09.2019 19:00 - 01.09.2019 19:30","N/A","716"
"01.09.2019 19:30 - 01.09.2019 20:00","N/A","709"
"01.09.2019 20:00 - 01.09.2019 20:30","N/A","704"
"01.09.2019 20:30 - 01.09.2019 21:00","N/A","699"
"01.09.2019 21:00 - 01.09.2019 21:30","N/A","693"
"01.09.2019 21:30 - 01.09.2019 22:00","N/A","687"
"01.09.2019 22:00 - 01.09.2019 22:30","N/A","676"
"01.09.2019 22:30 - 01.09.2019 23:00","N/A","658"
"01.09.2019 23:00 - 01.09.2019 23:30","N/A","634"
"01.09.2019 23:30 - 02.09.2019 00:00","N/A","613"
"02.09.2019 00:00 - 02.09.2019 00:30","N/A","592"
"02.09.2019 00:30 - 02.09.2019 01:00","N/A","577"
"02.09.2019 01:00 - 02.09.2019 01:30","N/A","561"
"02.09.2019 01:30 - 02.09.2019 02:00","N/A","547"
"02.09.2019 02:00 - 02.09.2019 02:30","N/A","534"
"02.09.2019 02:30 - 02.09.2019 03:00","N/A","524"
"02.09.2019 03:00 - 02.09.2019 03:30","N/A","516"
"02.09.2019 03:30 - 02.09.2019 04:00","N/A","509"
"02.09.2019 04:00 - 02.09.2019 04:30","N/A","511"
"02.09.2019 04:30 - 02.09.2019 05:00","N/A","515"
"02.09.2019 05:00 - 02.09.2019 05:30","N/A","512"
"02.09.2019 05:30 - 02.09.2019 06:00","N/A","536"
"02.09.2019 06:00 - 02.09.2019 06:30","N/A","564"
"02.09.2019 06:30 - 02.09.2019 07:00","N/A","619"
"02.09.2019 07:00 - 02.09.2019 07:30","N/A","662"
"02.09.2019 07:30 - 02.09.2019 08:00","N/A","707"
"02.09.2019 08:00 - 02.09.2019 08:30","N/A","724"
"02.09.2019 08:30 - 02.09.2019 09:00","N/A","750"
"02.09.2019 09:00 - 02.09.2019 09:30","N/A","762"
"02.09.2019 09:30 - 02.09.2019 10:00","N/A","767"
"02.09.2019 10:00 - 02.09.2019 10:30","N/A","767"
"02.09.2019 10:30 - 02.09.2019 11:00","N/A","763"
"02.09.2019 11:00 - 02.09.2019 11:30","N/A","769"
"02.09.2019 11:30 - 02.09.2019 12:00","N/A","778"
"02.09.2019 12:00 - 02.09.2019 12:30","N/A","788"
"02.09.2019 12:30 - 02.09.2019 13:00","N/A","790"
"02.09.2019 13:00 - 02.09.2019 13:30","N/A","801"
"02.09.2019 13:30 - 02.09.2019 14:00","N/A","813"
"02.09.2019 14:00 - 02.09.2019 14:30","N/A","814"
"02.09.2019 14:30 - 02.09.2019 15:00","N/A","817"
"02.09.2019 15:00 - 02.09.2019 15:30","N/A","818"
"02.09.2019 15:30 - 02.09.2019 16:00","N/A","817"
"02.09.2019 16:00 - 02.09.2019 16:30","N/A","807"
"02.09.2019 16:30 - 02.09.2019 17:00","N/A","792"
"02.09.2019 17:00 - 02.09.2019 17:30","N/A","771"
"02.09.2019 17:30 - 02.09.2019 18:00","N/A","753"
"02.09.2019 18:00 - 02.09.2019 18:30","N/A","733"
"02.09.2019 18:30 - 02.09.2019 19:00","N/A","738"
"02.09.2019 19:00 - 02.09.2019 19:30","N/A","752"
"02.09.2019 19:30 - 02.09.2019 20:00","N/A","737"
"02.09.2019 20:00 - 02.09.2019 20:30","N/A","720"
"02.09.2019 20:30 - 02.09.2019 21:00","N/A","705"
"02.09.2019 21:00 - 02.09.2019 21:30","N/A","691"
"02.09.2019 21:30 - 02.09.2019 22:00","N/A","676"
"02.09.2019 22:00 - 02.09.2019 22:30","N/A","658"
"02.09.2019 22:30 - 02.09.2019 23:00","N/A","642"
"02.09.2019 23:00 - 02.09.2019 23:30","N/A","620"
"02.09.2019 23:30 - 03.09.2019 00:00","N/A","598"
"03.09.2019 00:00 - 03.09.2019 00:30","N/A","582"
"03.09.2019 00:30 - 03.09.2019 01:00","N/A","565"
"03.09.2019 01:00 - 03.09.2019 01:30","N/A","552"
"03.09.2019 01:30 - 03.09.2019 02:00","N/A","539"
"03.09.2019 02:00 - 03.09.2019 02:30","N/A","528"
"03.09.2019 02:30 - 03.09.2019 03:00","N/A","519"
"03.09.2019 03:00 - 03.09.2019 03:30","N/A","512"
"03.09.2019 03:30 - 03.09.2019 04:00","N/A","508"
"03.09.2019 04:00 - 03.09.2019 04:30","N/A","508"
"03.09.2019 04:30 - 03.09.2019 05:00","N/A","515"
