"Time (CET)","Estonia (EE) > Finland (FI) [MW]","Finland (FI) > Estonia (EE) [MW]"
"08.08.2018 06:00 - 08.08.2018 07:00","0","87"
"08.08.2018 07:00 - 08.08.2018 08:00","0","384"
"08.08.2018 08:00 - 08.08.2018 09:00","0","401"
"08.08.2018 09:00 - 08.08.2018 10:00","0","398"
"08.08.2018 10:00 - 08.08.2018 11:00","0","394"
"08.08.2018 11:00 - 08.08.2018 12:00","0","390"
"08.08.2018 12:00 - 08.08.2018 13:00","0","389"
"08.08.2018 13:00 - 08.08.2018 14:00","0","315"
"08.08.2018 14:00 - 08.08.2018 15:00","0","310"
"08.08.2018 15:00 - 08.08.2018 16:00","0","289"
"08.08.2018 16:00 - 08.08.2018 17:00","0","272"
"08.08.2018 17:00 - 08.08.2018 18:00","0","249"
"08.08.2018 18:00 - 08.08.2018 19:00","0","302"
"08.08.2018 19:00 - 08.08.2018 20:00","0","291"
"08.08.2018 20:00 - 08.08.2018 21:00","0","254"
"08.08.2018 21:00 - 08.08.2018 22:00","0","233"
"08.08.2018 22:00 - 08.08.2018 23:00","0","184"
"08.08.2018 23:00 - 09.08.2018 00:00","131","0"
"09.08.2018 00:00 - 09.08.2018 01:00","456","0"
"09.08.2018 01:00 - 09.08.2018 02:00","612","0"
"09.08.2018 02:00 - 09.08.2018 03:00","N/A","N/A"
"09.08.2018 03:00 - 09.08.2018 04:00","109","0"
"09.08.2018 04:00 - 09.08.2018 05:00","64","0"
"09.08.2018 05:00 - 09.08.2018 06:00","169","0"
"09.08.2018 06:00 - 09.08.2018 07:00","0","228"
"09.08.2018 07:00 - 09.08.2018 08:00","0","299"
"09.08.2018 08:00 - 09.08.2018 09:00","0","362"
"09.08.2018 09:00 - 09.08.2018 10:00","0","376"
"09.08.2018 10:00 - 09.08.2018 11:00","0","384"
"09.08.2018 11:00 - 09.08.2018 12:00","0","350"
"09.08.2018 12:00 - 09.08.2018 13:00","0","364"
"09.08.2018 13:00 - 09.08.2018 14:00","0","361"
"09.08.2018 14:00 - 09.08.2018 15:00","0","351"
"09.08.2018 15:00 - 09.08.2018 16:00","0","337"
"09.08.2018 16:00 - 09.08.2018 17:00","0","319"
"09.08.2018 17:00 - 09.08.2018 18:00","0","314"
"09.08.2018 18:00 - 09.08.2018 19:00","0","307"
"09.08.2018 19:00 - 09.08.2018 20:00","0","288"
"09.08.2018 20:00 - 09.08.2018 21:00","0","266"
"09.08.2018 21:00 - 09.08.2018 22:00","0","298"
"09.08.2018 22:00 - 09.08.2018 23:00","70","0"
"09.08.2018 23:00 - 10.08.2018 00:00","226","0"
"10.08.2018 00:00 - 10.08.2018 01:00","346","0"
"10.08.2018 01:00 - 10.08.2018 02:00","243","0"
"10.08.2018 02:00 - 10.08.2018 03:00","N/A","N/A"
"10.08.2018 03:00 - 10.08.2018 04:00","129","0"
"10.08.2018 04:00 - 10.08.2018 05:00","105","0"
"10.08.2018 05:00 - 10.08.2018 06:00","512","0"
"10.08.2018 06:00 - 10.08.2018 07:00","489","0"
"10.08.2018 07:00 - 10.08.2018 08:00","157","0"
"10.08.2018 08:00 - 10.08.2018 09:00","47","0"
"10.08.2018 09:00 - 10.08.2018 10:00","105","0"
"10.08.2018 10:00 - 10.08.2018 11:00","98","0"
"10.08.2018 11:00 - 10.08.2018 12:00","0","0"
"10.08.2018 12:00 - 10.08.2018 13:00","0","195"
"10.08.2018 13:00 - 10.08.2018 14:00","0","364"
"10.08.2018 14:00 - 10.08.2018 15:00","0","370"
"10.08.2018 15:00 - 10.08.2018 16:00","0","353"
"10.08.2018 16:00 - 10.08.2018 17:00","0","258"
"10.08.2018 17:00 - 10.08.2018 18:00","0","250"
"10.08.2018 18:00 - 10.08.2018 19:00","0","225"
"10.08.2018 19:00 - 10.08.2018 20:00","0","258"
"10.08.2018 20:00 - 10.08.2018 21:00","0","400"
"10.08.2018 21:00 - 10.08.2018 22:00","0","468"
"10.08.2018 22:00 - 10.08.2018 23:00","0","279"
"10.08.2018 23:00 - 11.08.2018 00:00","0","59"
"11.08.2018 00:00 - 11.08.2018 01:00","0","205"
"11.08.2018 01:00 - 11.08.2018 02:00","0","193"
"11.08.2018 02:00 - 11.08.2018 03:00","N/A","N/A"
"11.08.2018 03:00 - 11.08.2018 04:00","0","502"
"11.08.2018 04:00 - 11.08.2018 05:00","0","566"
"11.08.2018 05:00 - 11.08.2018 06:00","0","376"
"11.08.2018 06:00 - 11.08.2018 07:00","0","382"
"11.08.2018 07:00 - 11.08.2018 08:00","0","623"
"11.08.2018 08:00 - 11.08.2018 09:00","0","711"
"11.08.2018 09:00 - 11.08.2018 10:00","0","762"
"11.08.2018 10:00 - 11.08.2018 11:00","0","711"
"11.08.2018 11:00 - 11.08.2018 12:00","0","792"
"11.08.2018 12:00 - 11.08.2018 13:00","0","734"
"11.08.2018 13:00 - 11.08.2018 14:00","0","689"
"11.08.2018 14:00 - 11.08.2018 15:00","0","600"
"11.08.2018 15:00 - 11.08.2018 16:00","0","653"
"11.08.2018 16:00 - 11.08.2018 17:00","0","641"
"11.08.2018 17:00 - 11.08.2018 18:00","0","647"
"11.08.2018 18:00 - 11.08.2018 19:00","0","629"
"11.08.2018 19:00 - 11.08.2018 20:00","0","590"
"11.08.2018 20:00 - 11.08.2018 21:00","0","591"
"11.08.2018 21:00 - 11.08.2018 22:00","0","499"
"11.08.2018 22:00 - 11.08.2018 23:00","0","414"
"11.08.2018 23:00 - 12.08.2018 00:00","0","168"
"12.08.2018 00:00 - 12.08.2018 01:00","0","3"
"12.08.2018 01:00 - 12.08.2018 02:00","0","11"
"12.08.2018 02:00 - 12.08.2018 03:00","N/A","N/A"
"12.08.2018 03:00 - 12.08.2018 04:00","0","101"
"12.08.2018 04:00 - 12.08.2018 05:00","0","173"
"12.08.2018 05:00 - 12.08.2018 06:00","0","138"
"12.08.2018 06:00 - 12.08.2018 07:00","0","170"
"12.08.2018 07:00 - 12.08.2018 08:00","0","48"
"12.08.2018 08:00 - 12.08.2018 09:00","11","0"
"12.08.2018 09:00 - 12.08.2018 10:00","0","41"
"12.08.2018 10:00 - 12.08.2018 11:00","0","35"
"12.08.2018 11:00 - 12.08.2018 12:00","0","16"
"12.08.2018 12:00 - 12.08.2018 13:00","0","19"
"12.08.2018 13:00 - 12.08.2018 14:00","51","0"
"12.08.2018 14:00 - 12.08.2018 15:00","45","0"
"12.08.2018 15:00 - 12.08.2018 16:00","37","0"
"12.08.2018 16:00 - 12.08.2018 17:00","36","0"
"12.08.2018 17:00 - 12.08.2018 18:00","90","0"
"12.08.2018 18:00 - 12.08.2018 19:00","0","333"
"12.08.2018 19:00 - 12.08.2018 20:00","0","465"
"12.08.2018 20:00 - 12.08.2018 21:00","0","534"
"12.08.2018 21:00 - 12.08.2018 22:00","0","646"
"12.08.2018 22:00 - 12.08.2018 23:00","0","334"
"12.08.2018 23:00 - 13.08.2018 00:00","0","17"
"13.08.2018 00:00 - 13.08.2018 01:00","21","0"
"13.08.2018 01:00 - 13.08.2018 02:00","132","0"
"13.08.2018 02:00 - 13.08.2018 03:00","N/A","N/A"
"13.08.2018 03:00 - 13.08.2018 04:00","205","0"
"13.08.2018 04:00 - 13.08.2018 05:00","123","0"
"13.08.2018 05:00 - 13.08.2018 06:00","150","0"
"13.08.2018 06:00 - 13.08.2018 07:00","21","0"
"13.08.2018 07:00 - 13.08.2018 08:00","0","216"
"13.08.2018 08:00 - 13.08.2018 09:00","0","338"
"13.08.2018 09:00 - 13.08.2018 10:00","0","465"
"13.08.2018 10:00 - 13.08.2018 11:00","0","416"
"13.08.2018 11:00 - 13.08.2018 12:00","0","346"
"13.08.2018 12:00 - 13.08.2018 13:00","0","338"
"13.08.2018 13:00 - 13.08.2018 14:00","0","403"
"13.08.2018 14:00 - 13.08.2018 15:00","0","407"
"13.08.2018 15:00 - 13.08.2018 16:00","0","343"
"13.08.2018 16:00 - 13.08.2018 17:00","0","346"
"13.08.2018 17:00 - 13.08.2018 18:00","0","94"
"13.08.2018 18:00 - 13.08.2018 19:00","0","9"
"13.08.2018 19:00 - 13.08.2018 20:00","0","3"
"13.08.2018 20:00 - 13.08.2018 21:00","0","321"
"13.08.2018 21:00 - 13.08.2018 22:00","0","93"
"13.08.2018 22:00 - 13.08.2018 23:00","0","29"
"13.08.2018 23:00 - 14.08.2018 00:00","345","0"
"14.08.2018 00:00 - 14.08.2018 01:00","327","0"
"14.08.2018 01:00 - 14.08.2018 02:00","430","0"
"14.08.2018 02:00 - 14.08.2018 03:00","N/A","N/A"
"14.08.2018 03:00 - 14.08.2018 04:00","345","0"
"14.08.2018 04:00 - 14.08.2018 05:00","379","0"
"14.08.2018 05:00 - 14.08.2018 06:00","407","0"
"14.08.2018 06:00 - 14.08.2018 07:00","0","21"
"14.08.2018 07:00 - 14.08.2018 08:00","0","160"
"14.08.2018 08:00 - 14.08.2018 09:00","0","15"
"14.08.2018 09:00 - 14.08.2018 10:00","0","82"
"14.08.2018 10:00 - 14.08.2018 11:00","0","21"
"14.08.2018 11:00 - 14.08.2018 12:00","98","0"
"14.08.2018 12:00 - 14.08.2018 13:00","0","188"
"14.08.2018 13:00 - 14.08.2018 14:00","0","387"
"14.08.2018 14:00 - 14.08.2018 15:00","6","0"
"14.08.2018 15:00 - 14.08.2018 16:00","0","24"
"14.08.2018 16:00 - 14.08.2018 17:00","0","228"
"14.08.2018 17:00 - 14.08.2018 18:00","0","153"
"14.08.2018 18:00 - 14.08.2018 19:00","0","97"
"14.08.2018 19:00 - 14.08.2018 20:00","0","12"
"14.08.2018 20:00 - 14.08.2018 21:00","0","8"
"14.08.2018 21:00 - 14.08.2018 22:00","1","0"
"14.08.2018 22:00 - 14.08.2018 23:00","236","0"
"14.08.2018 23:00 - 15.08.2018 00:00","356","0"
"15.08.2018 00:00 - 15.08.2018 01:00","724","0"
"15.08.2018 01:00 - 15.08.2018 02:00","887","0"
"15.08.2018 02:00 - 15.08.2018 03:00","N/A","N/A"
"15.08.2018 03:00 - 15.08.2018 04:00","584","0"
"15.08.2018 04:00 - 15.08.2018 05:00","501","0"
"15.08.2018 05:00 - 15.08.2018 06:00","607","0"
"15.08.2018 06:00 - 15.08.2018 07:00","86","0"
"15.08.2018 07:00 - 15.08.2018 08:00","0","0"
"15.08.2018 08:00 - 15.08.2018 09:00","0","120"
"15.08.2018 09:00 - 15.08.2018 10:00","0","98"
"15.08.2018 10:00 - 15.08.2018 11:00","25","0"
"15.08.2018 11:00 - 15.08.2018 12:00","0","8"
"15.08.2018 12:00 - 15.08.2018 13:00","0","38"
"15.08.2018 13:00 - 15.08.2018 14:00","0","144"
"15.08.2018 14:00 - 15.08.2018 15:00","0","238"
"15.08.2018 15:00 - 15.08.2018 16:00","0","129"
"15.08.2018 16:00 - 15.08.2018 17:00","0","155"
"15.08.2018 17:00 - 15.08.2018 18:00","0","122"
"15.08.2018 18:00 - 15.08.2018 19:00","0","212"
"15.08.2018 19:00 - 15.08.2018 20:00","0","245"
"15.08.2018 20:00 - 15.08.2018 21:00","0","331"
"15.08.2018 21:00 - 15.08.2018 22:00","0","325"
"15.08.2018 22:00 - 15.08.2018 23:00","0","41"
"15.08.2018 23:00 - 16.08.2018 00:00","280","0"
"16.08.2018 00:00 - 16.08.2018 01:00","708","0"
"16.08.2018 01:00 - 16.08.2018 02:00","809","0"
"16.08.2018 02:00 - 16.08.2018 03:00","N/A","N/A"
"16.08.2018 03:00 - 16.08.2018 04:00","604","0"
"16.08.2018 04:00 - 16.08.2018 05:00","479","0"
"16.08.2018 05:00 - 16.08.2018 06:00","229","0"
"16.08.2018 06:00 - 16.08.2018 07:00","0","276"
"16.08.2018 07:00 - 16.08.2018 08:00","0","388"
"16.08.2018 08:00 - 16.08.2018 09:00","0","437"
"16.08.2018 09:00 - 16.08.2018 10:00","0","417"
"16.08.2018 10:00 - 16.08.2018 11:00","0","423"
"16.08.2018 11:00 - 16.08.2018 12:00","0","448"
"16.08.2018 12:00 - 16.08.2018 13:00","0","451"
"16.08.2018 13:00 - 16.08.2018 14:00","0","442"
"16.08.2018 14:00 - 16.08.2018 15:00","0","412"
"16.08.2018 15:00 - 16.08.2018 16:00","0","404"
"16.08.2018 16:00 - 16.08.2018 17:00","0","385"
"16.08.2018 17:00 - 16.08.2018 18:00","0","360"
"16.08.2018 18:00 - 16.08.2018 19:00","0","348"
"16.08.2018 19:00 - 16.08.2018 20:00","0","326"
"16.08.2018 20:00 - 16.08.2018 21:00","0","330"
"16.08.2018 21:00 - 16.08.2018 22:00","0","328"
"16.08.2018 22:00 - 16.08.2018 23:00","0","254"
"16.08.2018 23:00 - 17.08.2018 00:00","33","0"
"17.08.2018 00:00 - 17.08.2018 01:00","113","0"
"17.08.2018 01:00 - 17.08.2018 02:00","59","0"
"17.08.2018 02:00 - 17.08.2018 03:00","N/A","N/A"
"17.08.2018 03:00 - 17.08.2018 04:00","59","0"
"17.08.2018 04:00 - 17.08.2018 05:00","0","276"
"17.08.2018 05:00 - 17.08.2018 06:00","155","0"
"17.08.2018 06:00 - 17.08.2018 07:00","0","197"
"17.08.2018 07:00 - 17.08.2018 08:00","0","349"
"17.08.2018 08:00 - 17.08.2018 09:00","0","416"
"17.08.2018 09:00 - 17.08.2018 10:00","0","335"
"17.08.2018 10:00 - 17.08.2018 11:00","0","322"
"17.08.2018 11:00 - 17.08.2018 12:00","0","294"
"17.08.2018 12:00 - 17.08.2018 13:00","0","328"
"17.08.2018 13:00 - 17.08.2018 14:00","0","339"
"17.08.2018 14:00 - 17.08.2018 15:00","0","314"
"17.08.2018 15:00 - 17.08.2018 16:00","0","275"
"17.08.2018 16:00 - 17.08.2018 17:00","0","216"
"17.08.2018 17:00 - 17.08.2018 18:00","0","184"
"17.08.2018 18:00 - 17.08.2018 19:00","0","279"
"17.08.2018 19:00 - 17.08.2018 20:00","0","280"
"17.08.2018 20:00 - 17.08.2018 21:00","0","281"
"17.08.2018 21:00 - 17.08.2018 22:00","0","348"
"17.08.2018 22:00 - 17.08.2018 23:00","0","302"
"17.08.2018 23:00 - 18.08.2018 00:00","0","64"
"18.08.2018 00:00 - 18.08.2018 01:00","449","0"
"18.08.2018 01:00 - 18.08.2018 02:00","861","0"
"18.08.2018 02:00 - 18.08.2018 03:00","N/A","N/A"
"18.08.2018 03:00 - 18.08.2018 04:00","649","0"
"18.08.2018 04:00 - 18.08.2018 05:00","515","0"
"18.08.2018 05:00 - 18.08.2018 06:00","653","0"
"18.08.2018 06:00 - 18.08.2018 07:00","122","0"
"18.08.2018 07:00 - 18.08.2018 08:00","0","255"
"18.08.2018 08:00 - 18.08.2018 09:00","0","340"
"18.08.2018 09:00 - 18.08.2018 10:00","0","290"
"18.08.2018 10:00 - 18.08.2018 11:00","0","293"
"18.08.2018 11:00 - 18.08.2018 12:00","0","275"
"18.08.2018 12:00 - 18.08.2018 13:00","0","298"
"18.08.2018 13:00 - 18.08.2018 14:00","0","267"
"18.08.2018 14:00 - 18.08.2018 15:00","0","223"
"18.08.2018 15:00 - 18.08.2018 16:00","0","224"
"18.08.2018 16:00 - 18.08.2018 17:00","0","235"
"18.08.2018 17:00 - 18.08.2018 18:00","0","254"
"18.08.2018 18:00 - 18.08.2018 19:00","0","345"
"18.08.2018 19:00 - 18.08.2018 20:00","0","325"
"18.08.2018 20:00 - 18.08.2018 21:00","0","351"
"18.08.2018 21:00 - 18.08.2018 22:00","0","392"
"18.08.2018 22:00 - 18.08.2018 23:00","0","125"
"18.08.2018 23:00 - 19.08.2018 00:00","0","12"
"19.08.2018 00:00 - 19.08.2018 01:00","71","0"
"19.08.2018 01:00 - 19.08.2018 02:00","6","0"
"19.08.2018 02:00 - 19.08.2018 03:00","N/A","N/A"
"19.08.2018 03:00 - 19.08.2018 04:00","0","226"
"19.08.2018 04:00 - 19.08.2018 05:00","0","220"
"19.08.2018 05:00 - 19.08.2018 06:00","0","109"
"19.08.2018 06:00 - 19.08.2018 07:00","0","35"
"19.08.2018 07:00 - 19.08.2018 08:00","0","58"
"19.08.2018 08:00 - 19.08.2018 09:00","0","76"
"19.08.2018 09:00 - 19.08.2018 10:00","0","150"
"19.08.2018 10:00 - 19.08.2018 11:00","0","150"
"19.08.2018 11:00 - 19.08.2018 12:00","0","147"
"19.08.2018 12:00 - 19.08.2018 13:00","0","143"
"19.08.2018 13:00 - 19.08.2018 14:00","0","116"
"19.08.2018 14:00 - 19.08.2018 15:00","0","152"
"19.08.2018 15:00 - 19.08.2018 16:00","0","112"
"19.08.2018 16:00 - 19.08.2018 17:00","0","122"
"19.08.2018 17:00 - 19.08.2018 18:00","0","126"
"19.08.2018 18:00 - 19.08.2018 19:00","0","202"
"19.08.2018 19:00 - 19.08.2018 20:00","0","219"
"19.08.2018 20:00 - 19.08.2018 21:00","0","231"
"19.08.2018 21:00 - 19.08.2018 22:00","0","250"
"19.08.2018 22:00 - 19.08.2018 23:00","0","147"
"19.08.2018 23:00 - 20.08.2018 00:00","45","0"
"20.08.2018 00:00 - 20.08.2018 01:00","201","0"
"20.08.2018 01:00 - 20.08.2018 02:00","426","0"
"20.08.2018 02:00 - 20.08.2018 03:00","N/A","N/A"
"20.08.2018 03:00 - 20.08.2018 04:00","0","42"
"20.08.2018 04:00 - 20.08.2018 05:00","0","41"
"20.08.2018 05:00 - 20.08.2018 06:00","366","0"
"20.08.2018 06:00 - 20.08.2018 07:00","0","76"
"20.08.2018 07:00 - 20.08.2018 08:00","0","53"
"20.08.2018 08:00 - 20.08.2018 09:00","0","112"
"20.08.2018 09:00 - 20.08.2018 10:00","0","158"
"20.08.2018 10:00 - 20.08.2018 11:00","0","68"
"20.08.2018 11:00 - 20.08.2018 12:00","0","196"
"20.08.2018 12:00 - 20.08.2018 13:00","0","186"
"20.08.2018 13:00 - 20.08.2018 14:00","0","170"
"20.08.2018 14:00 - 20.08.2018 15:00","0","175"
"20.08.2018 15:00 - 20.08.2018 16:00","0","137"
"20.08.2018 16:00 - 20.08.2018 17:00","0","131"
"20.08.2018 17:00 - 20.08.2018 18:00","0","98"
"20.08.2018 18:00 - 20.08.2018 19:00","0","192"
"20.08.2018 19:00 - 20.08.2018 20:00","0","203"
"20.08.2018 20:00 - 20.08.2018 21:00","0","237"
"20.08.2018 21:00 - 20.08.2018 22:00","0","201"
"20.08.2018 22:00 - 20.08.2018 23:00","0","125"
"20.08.2018 23:00 - 21.08.2018 00:00","152","0"
"21.08.2018 00:00 - 21.08.2018 01:00","742","0"
"21.08.2018 01:00 - 21.08.2018 02:00","976","0"
"21.08.2018 02:00 - 21.08.2018 03:00","N/A","N/A"
"21.08.2018 03:00 - 21.08.2018 04:00","938","0"
"21.08.2018 04:00 - 21.08.2018 05:00","872","0"
"21.08.2018 05:00 - 21.08.2018 06:00","711","0"
"21.08.2018 06:00 - 21.08.2018 07:00","160","0"
"21.08.2018 07:00 - 21.08.2018 08:00","0","156"
"21.08.2018 08:00 - 21.08.2018 09:00","0","126"
"21.08.2018 09:00 - 21.08.2018 10:00","0","12"
"21.08.2018 10:00 - 21.08.2018 11:00","111","0"
"21.08.2018 11:00 - 21.08.2018 12:00","0","28"
"21.08.2018 12:00 - 21.08.2018 13:00","0","129"
"21.08.2018 13:00 - 21.08.2018 14:00","0","38"
"21.08.2018 14:00 - 21.08.2018 15:00","0","38"
"21.08.2018 15:00 - 21.08.2018 16:00","0","44"
"21.08.2018 16:00 - 21.08.2018 17:00","0","14"
"21.08.2018 17:00 - 21.08.2018 18:00","50","0"
"21.08.2018 18:00 - 21.08.2018 19:00","0","4"
"21.08.2018 19:00 - 21.08.2018 20:00","54","0"
"21.08.2018 20:00 - 21.08.2018 21:00","0","45"
"21.08.2018 21:00 - 21.08.2018 22:00","0","19"
"21.08.2018 22:00 - 21.08.2018 23:00","71","0"
"21.08.2018 23:00 - 22.08.2018 00:00","495","0"
"22.08.2018 00:00 - 22.08.2018 01:00","959","0"
"22.08.2018 01:00 - 22.08.2018 02:00","1016","0"
"22.08.2018 02:00 - 22.08.2018 03:00","N/A","N/A"
"22.08.2018 03:00 - 22.08.2018 04:00","1016","0"
"22.08.2018 04:00 - 22.08.2018 05:00","1016","0"
"22.08.2018 05:00 - 22.08.2018 06:00","887","0"
"22.08.2018 06:00 - 22.08.2018 07:00","338","0"
"22.08.2018 07:00 - 22.08.2018 08:00","361","0"
"22.08.2018 08:00 - 22.08.2018 09:00","216","0"
"22.08.2018 09:00 - 22.08.2018 10:00","436","0"
"22.08.2018 10:00 - 22.08.2018 11:00","0","81"
"22.08.2018 11:00 - 22.08.2018 12:00","0","226"
"22.08.2018 12:00 - 22.08.2018 13:00","0","272"
"22.08.2018 13:00 - 22.08.2018 14:00","0","245"
"22.08.2018 14:00 - 22.08.2018 15:00","0","219"
"22.08.2018 15:00 - 22.08.2018 16:00","0","99"
"22.08.2018 16:00 - 22.08.2018 17:00","0","76"
"22.08.2018 17:00 - 22.08.2018 18:00","0","34"
"22.08.2018 18:00 - 22.08.2018 19:00","0","92"
"22.08.2018 19:00 - 22.08.2018 20:00","0","66"
"22.08.2018 20:00 - 22.08.2018 21:00","0","88"
"22.08.2018 21:00 - 22.08.2018 22:00","0","17"
"22.08.2018 22:00 - 22.08.2018 23:00","137","0"
"22.08.2018 23:00 - 23.08.2018 00:00","559","0"
"23.08.2018 00:00 - 23.08.2018 01:00","701","0"
"23.08.2018 01:00 - 23.08.2018 02:00","961","0"
"23.08.2018 02:00 - 23.08.2018 03:00","N/A","N/A"
"23.08.2018 03:00 - 23.08.2018 04:00","971","0"
"23.08.2018 04:00 - 23.08.2018 05:00","983","0"
"23.08.2018 05:00 - 23.08.2018 06:00","640","0"
"23.08.2018 06:00 - 23.08.2018 07:00","69","0"
"23.08.2018 07:00 - 23.08.2018 08:00","0","122"
"23.08.2018 08:00 - 23.08.2018 09:00","0","12"
"23.08.2018 09:00 - 23.08.2018 10:00","102","0"
"23.08.2018 10:00 - 23.08.2018 11:00","194","0"
"23.08.2018 11:00 - 23.08.2018 12:00","0","69"
"23.08.2018 12:00 - 23.08.2018 13:00","0","35"
"23.08.2018 13:00 - 23.08.2018 14:00","0","122"
"23.08.2018 14:00 - 23.08.2018 15:00","0","101"
"23.08.2018 15:00 - 23.08.2018 16:00","0","101"
"23.08.2018 16:00 - 23.08.2018 17:00","0","49"
"23.08.2018 17:00 - 23.08.2018 18:00","169","0"
"23.08.2018 18:00 - 23.08.2018 19:00","386","0"
"23.08.2018 19:00 - 23.08.2018 20:00","755","0"
"23.08.2018 20:00 - 23.08.2018 21:00","279","0"
"23.08.2018 21:00 - 23.08.2018 22:00","359","0"
"23.08.2018 22:00 - 23.08.2018 23:00","418","0"
"23.08.2018 23:00 - 24.08.2018 00:00","967","0"
"24.08.2018 00:00 - 24.08.2018 01:00","1016","0"
"24.08.2018 01:00 - 24.08.2018 02:00","981","0"
"24.08.2018 02:00 - 24.08.2018 03:00","N/A","N/A"
"24.08.2018 03:00 - 24.08.2018 04:00","948","0"
"24.08.2018 04:00 - 24.08.2018 05:00","952","0"
"24.08.2018 05:00 - 24.08.2018 06:00","892","0"
"24.08.2018 06:00 - 24.08.2018 07:00","329","0"
"24.08.2018 07:00 - 24.08.2018 08:00","0","2"
"24.08.2018 08:00 - 24.08.2018 09:00","0","157"
"24.08.2018 09:00 - 24.08.2018 10:00","0","141"
"24.08.2018 10:00 - 24.08.2018 11:00","0","17"
"24.08.2018 11:00 - 24.08.2018 12:00","20","0"
"24.08.2018 12:00 - 24.08.2018 13:00","0","31"
"24.08.2018 13:00 - 24.08.2018 14:00","11","0"
"24.08.2018 14:00 - 24.08.2018 15:00","55","0"
"24.08.2018 15:00 - 24.08.2018 16:00","0","14"
"24.08.2018 16:00 - 24.08.2018 17:00","0","59"
"24.08.2018 17:00 - 24.08.2018 18:00","0","37"
"24.08.2018 18:00 - 24.08.2018 19:00","0","197"
"24.08.2018 19:00 - 24.08.2018 20:00","0","233"
"24.08.2018 20:00 - 24.08.2018 21:00","0","222"
"24.08.2018 21:00 - 24.08.2018 22:00","0","161"
"24.08.2018 22:00 - 24.08.2018 23:00","141","0"
"24.08.2018 23:00 - 25.08.2018 00:00","424","0"
"25.08.2018 00:00 - 25.08.2018 01:00","100","0"
"25.08.2018 01:00 - 25.08.2018 02:00","209","0"
"25.08.2018 02:00 - 25.08.2018 03:00","N/A","N/A"
"25.08.2018 03:00 - 25.08.2018 04:00","222","0"
"25.08.2018 04:00 - 25.08.2018 05:00","218","0"
"25.08.2018 05:00 - 25.08.2018 06:00","167","0"
"25.08.2018 06:00 - 25.08.2018 07:00","0","16"
"25.08.2018 07:00 - 25.08.2018 08:00","0","298"
"25.08.2018 08:00 - 25.08.2018 09:00","0","339"
"25.08.2018 09:00 - 25.08.2018 10:00","0","399"
"25.08.2018 10:00 - 25.08.2018 11:00","0","443"
"25.08.2018 11:00 - 25.08.2018 12:00","0","433"
"25.08.2018 12:00 - 25.08.2018 13:00","0","438"
"25.08.2018 13:00 - 25.08.2018 14:00","0","453"
"25.08.2018 14:00 - 25.08.2018 15:00","0","438"
"25.08.2018 15:00 - 25.08.2018 16:00","0","418"
"25.08.2018 16:00 - 25.08.2018 17:00","0","437"
"25.08.2018 17:00 - 25.08.2018 18:00","0","448"
"25.08.2018 18:00 - 25.08.2018 19:00","0","421"
"25.08.2018 19:00 - 25.08.2018 20:00","0","487"
"25.08.2018 20:00 - 25.08.2018 21:00","0","514"
"25.08.2018 21:00 - 25.08.2018 22:00","0","555"
"25.08.2018 22:00 - 25.08.2018 23:00","0","243"
"25.08.2018 23:00 - 26.08.2018 00:00","68","0"
"26.08.2018 00:00 - 26.08.2018 01:00","264","0"
"26.08.2018 01:00 - 26.08.2018 02:00","398","0"
"26.08.2018 02:00 - 26.08.2018 03:00","N/A","N/A"
"26.08.2018 03:00 - 26.08.2018 04:00","436","0"
"26.08.2018 04:00 - 26.08.2018 05:00","448","0"
"26.08.2018 05:00 - 26.08.2018 06:00","442","0"
"26.08.2018 06:00 - 26.08.2018 07:00","466","0"
"26.08.2018 07:00 - 26.08.2018 08:00","52","0"
"26.08.2018 08:00 - 26.08.2018 09:00","0","5"
"26.08.2018 09:00 - 26.08.2018 10:00","0","172"
"26.08.2018 10:00 - 26.08.2018 11:00","0","367"
"26.08.2018 11:00 - 26.08.2018 12:00","0","390"
"26.08.2018 12:00 - 26.08.2018 13:00","0","329"
"26.08.2018 13:00 - 26.08.2018 14:00","0","328"
"26.08.2018 14:00 - 26.08.2018 15:00","0","268"
"26.08.2018 15:00 - 26.08.2018 16:00","0","7"
"26.08.2018 16:00 - 26.08.2018 17:00","0","1"
"26.08.2018 17:00 - 26.08.2018 18:00","0","170"
"26.08.2018 18:00 - 26.08.2018 19:00","0","434"
"26.08.2018 19:00 - 26.08.2018 20:00","0","459"
"26.08.2018 20:00 - 26.08.2018 21:00","0","512"
"26.08.2018 21:00 - 26.08.2018 22:00","0","443"
"26.08.2018 22:00 - 26.08.2018 23:00","0","49"
"26.08.2018 23:00 - 27.08.2018 00:00","396","0"
"27.08.2018 00:00 - 27.08.2018 01:00","655","0"
"27.08.2018 01:00 - 27.08.2018 02:00","725","0"
"27.08.2018 02:00 - 27.08.2018 03:00","N/A","N/A"
"27.08.2018 03:00 - 27.08.2018 04:00","829","0"
"27.08.2018 04:00 - 27.08.2018 05:00","815","0"
"27.08.2018 05:00 - 27.08.2018 06:00","708","0"
"27.08.2018 06:00 - 27.08.2018 07:00","159","0"
"27.08.2018 07:00 - 27.08.2018 08:00","0","208"
"27.08.2018 08:00 - 27.08.2018 09:00","0","279"
"27.08.2018 09:00 - 27.08.2018 10:00","0","225"
"27.08.2018 10:00 - 27.08.2018 11:00","0","217"
"27.08.2018 11:00 - 27.08.2018 12:00","0","195"
