"Time (CET)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"30.05.2019 16:45 - 30.05.2019 17:00","417","414"
"30.05.2019 17:00 - 30.05.2019 17:15","419","408"
"30.05.2019 17:15 - 30.05.2019 17:30","425","404"
"30.05.2019 17:30 - 30.05.2019 17:45","431","400"
"30.05.2019 17:45 - 30.05.2019 18:00","434","402"
"30.05.2019 18:00 - 30.05.2019 18:15","445","408"
"30.05.2019 18:15 - 30.05.2019 18:30","447","408"
"30.05.2019 18:30 - 30.05.2019 18:45","455","411"
"30.05.2019 18:45 - 30.05.2019 19:00","455","408"
"30.05.2019 19:00 - 30.05.2019 19:15","457","415"
"30.05.2019 19:15 - 30.05.2019 19:30","449","420"
"30.05.2019 19:30 - 30.05.2019 19:45","451","430"
"30.05.2019 19:45 - 30.05.2019 20:00","452","437"
"30.05.2019 20:00 - 30.05.2019 20:15","453","441"
"30.05.2019 20:15 - 30.05.2019 20:30","452","442"
"30.05.2019 20:30 - 30.05.2019 20:45","452","440"
"30.05.2019 20:45 - 30.05.2019 21:00","446","442"
"30.05.2019 21:00 - 30.05.2019 21:15","444","442"
"30.05.2019 21:15 - 30.05.2019 21:30","440","440"
"30.05.2019 21:30 - 30.05.2019 21:45","447","440"
"30.05.2019 21:45 - 30.05.2019 22:00","448","441"
"30.05.2019 22:00 - 30.05.2019 22:15","447","443"
"30.05.2019 22:15 - 30.05.2019 22:30","460","439"
"30.05.2019 22:30 - 30.05.2019 22:45","466","441"
"30.05.2019 22:45 - 30.05.2019 23:00","459","434"
"30.05.2019 23:00 - 30.05.2019 23:15","453","434"
"30.05.2019 23:15 - 30.05.2019 23:30","447","431"
"30.05.2019 23:30 - 30.05.2019 23:45","439","432"
"30.05.2019 23:45 - 31.05.2019 00:00","432","432"
"31.05.2019 00:00 - 31.05.2019 00:15","422","440"
"31.05.2019 00:15 - 31.05.2019 00:30","413","454"
"31.05.2019 00:30 - 31.05.2019 00:45","406","457"
"31.05.2019 00:45 - 31.05.2019 01:00","401","444"
"31.05.2019 01:00 - 31.05.2019 01:15","401","437"
"31.05.2019 01:15 - 31.05.2019 01:30","389","430"
"31.05.2019 01:30 - 31.05.2019 01:45","384","422"
"31.05.2019 01:45 - 31.05.2019 02:00","378","407"
"31.05.2019 02:00 - 31.05.2019 02:15","375","401"
"31.05.2019 02:15 - 31.05.2019 02:30","370","394"
"31.05.2019 02:30 - 31.05.2019 02:45","371","387"
"31.05.2019 02:45 - 31.05.2019 03:00","371","379"
"31.05.2019 03:00 - 31.05.2019 03:15","371","379"
"31.05.2019 03:15 - 31.05.2019 03:30","376","374"
"31.05.2019 03:30 - 31.05.2019 03:45","378","373"
"31.05.2019 03:45 - 31.05.2019 04:00","381","369"
"31.05.2019 04:00 - 31.05.2019 04:15","383","367"
"31.05.2019 04:15 - 31.05.2019 04:30","391","367"
"31.05.2019 04:30 - 31.05.2019 04:45","394","365"
"31.05.2019 04:45 - 31.05.2019 05:00","401","362"
"31.05.2019 05:00 - 31.05.2019 05:15","406","361"
"31.05.2019 05:15 - 31.05.2019 05:30","419","367"
"31.05.2019 05:30 - 31.05.2019 05:45","419","370"
"31.05.2019 05:45 - 31.05.2019 06:00","419","369"
"31.05.2019 06:00 - 31.05.2019 06:15","427","369"
"31.05.2019 06:15 - 31.05.2019 06:30","431","376"
"31.05.2019 06:30 - 31.05.2019 06:45","428","379"
"31.05.2019 06:45 - 31.05.2019 07:00","431","381"
"31.05.2019 07:00 - 31.05.2019 07:15","444","386"
"31.05.2019 07:15 - 31.05.2019 07:30","461","401"
"31.05.2019 07:30 - 31.05.2019 07:45","472","402"
"31.05.2019 07:45 - 31.05.2019 08:00","476","400"
"31.05.2019 08:00 - 31.05.2019 08:15","487","410"
"31.05.2019 08:15 - 31.05.2019 08:30","500","413"
"31.05.2019 08:30 - 31.05.2019 08:45","505","419"
"31.05.2019 08:45 - 31.05.2019 09:00","505","427"
"31.05.2019 09:00 - 31.05.2019 09:15","504","434"
"31.05.2019 09:15 - 31.05.2019 09:30","512","451"
"31.05.2019 09:30 - 31.05.2019 09:45","511","458"
"31.05.2019 09:45 - 31.05.2019 10:00","510","460"
"31.05.2019 10:00 - 31.05.2019 10:15","510","467"
"31.05.2019 10:15 - 31.05.2019 10:30","524","475"
"31.05.2019 10:30 - 31.05.2019 10:45","525","482"
"31.05.2019 10:45 - 31.05.2019 11:00","525","493"
"31.05.2019 11:00 - 31.05.2019 11:15","527","497"
"31.05.2019 11:15 - 31.05.2019 11:30","527","500"
"31.05.2019 11:30 - 31.05.2019 11:45","531","501"
"31.05.2019 11:45 - 31.05.2019 12:00","532","498"
"31.05.2019 12:00 - 31.05.2019 12:15","534","504"
"31.05.2019 12:15 - 31.05.2019 12:30","535","509"
"31.05.2019 12:30 - 31.05.2019 12:45","531","512"
"31.05.2019 12:45 - 31.05.2019 13:00","527","521"
"31.05.2019 13:00 - 31.05.2019 13:15","526","527"
"31.05.2019 13:15 - 31.05.2019 13:30","526","537"
"31.05.2019 13:30 - 31.05.2019 13:45","524","551"
"31.05.2019 13:45 - 31.05.2019 14:00","522","555"
"31.05.2019 14:00 - 31.05.2019 14:15","518","556"
"31.05.2019 14:15 - 31.05.2019 14:30","511","552"
"31.05.2019 14:30 - 31.05.2019 14:45","513","539"
"31.05.2019 14:45 - 31.05.2019 15:00","509","530"
"31.05.2019 15:00 - 31.05.2019 15:15","509","531"
"31.05.2019 15:15 - 31.05.2019 15:30","504","527"
"31.05.2019 15:30 - 31.05.2019 15:45","508","524"
"31.05.2019 15:45 - 31.05.2019 16:00","511","522"
"31.05.2019 16:00 - 31.05.2019 16:15","513","522"
"31.05.2019 16:15 - 31.05.2019 16:30","511","527"
"31.05.2019 16:30 - 31.05.2019 16:45","510","531"
"31.05.2019 16:45 - 31.05.2019 17:00","510","526"
"31.05.2019 17:00 - 31.05.2019 17:15","514","522"
"31.05.2019 17:15 - 31.05.2019 17:30","519","518"
"31.05.2019 17:30 - 31.05.2019 17:45","526","518"
"31.05.2019 17:45 - 31.05.2019 18:00","534","512"
"31.05.2019 18:00 - 31.05.2019 18:15","538","502"
"31.05.2019 18:15 - 31.05.2019 18:30","530","498"
"31.05.2019 18:30 - 31.05.2019 18:45","536","495"
"31.05.2019 18:45 - 31.05.2019 19:00","541","490"
"31.05.2019 19:00 - 31.05.2019 19:15","540","492"
"31.05.2019 19:15 - 31.05.2019 19:30","529","499"
"31.05.2019 19:30 - 31.05.2019 19:45","532","503"
"31.05.2019 19:45 - 31.05.2019 20:00","532","509"
"31.05.2019 20:00 - 31.05.2019 20:15","530","519"
"31.05.2019 20:15 - 31.05.2019 20:30","523","519"
"31.05.2019 20:30 - 31.05.2019 20:45","519","524"
"31.05.2019 20:45 - 31.05.2019 21:00","513","528"
"31.05.2019 21:00 - 31.05.2019 21:15","508","528"
"31.05.2019 21:15 - 31.05.2019 21:30","498","525"
"31.05.2019 21:30 - 31.05.2019 21:45","496","530"
"31.05.2019 21:45 - 31.05.2019 22:00","489","525"
"31.05.2019 22:00 - 31.05.2019 22:15","492","525"
"31.05.2019 22:15 - 31.05.2019 22:30","511","519"
"31.05.2019 22:30 - 31.05.2019 22:45","510","520"
"31.05.2019 22:45 - 31.05.2019 23:00","502","515"
"31.05.2019 23:00 - 31.05.2019 23:15","492","514"
"31.05.2019 23:15 - 31.05.2019 23:30","480","505"
"31.05.2019 23:30 - 31.05.2019 23:45","475","504"
"31.05.2019 23:45 - 01.06.2019 00:00","465","498"
"01.06.2019 00:00 - 01.06.2019 00:15","458","504"
"01.06.2019 00:15 - 01.06.2019 00:30","465","516"
"01.06.2019 00:30 - 01.06.2019 00:45","458","519"
"01.06.2019 00:45 - 01.06.2019 01:00","448","508"
"01.06.2019 01:00 - 01.06.2019 01:15","439","497"
"01.06.2019 01:15 - 01.06.2019 01:30","433","487"
"01.06.2019 01:30 - 01.06.2019 01:45","428","482"
"01.06.2019 01:45 - 01.06.2019 02:00","425","472"
"01.06.2019 02:00 - 01.06.2019 02:15","419","463"
"01.06.2019 02:15 - 01.06.2019 02:30","418","458"
"01.06.2019 02:30 - 01.06.2019 02:45","414","448"
"01.06.2019 02:45 - 01.06.2019 03:00","413","439"
"01.06.2019 03:00 - 01.06.2019 03:15","412","438"
"01.06.2019 03:15 - 01.06.2019 03:30","414","430"
"01.06.2019 03:30 - 01.06.2019 03:45","415","425"
"01.06.2019 03:45 - 01.06.2019 04:00","413","423"
"01.06.2019 04:00 - 01.06.2019 04:15","413","417"
"01.06.2019 04:15 - 01.06.2019 04:30","415","418"
"01.06.2019 04:30 - 01.06.2019 04:45","414","416"
"01.06.2019 04:45 - 01.06.2019 05:00","414","415"
"01.06.2019 05:00 - 01.06.2019 05:15","415","410"
"01.06.2019 05:15 - 01.06.2019 05:30","417","412"
"01.06.2019 05:30 - 01.06.2019 05:45","421","408"
"01.06.2019 05:45 - 01.06.2019 06:00","415","407"
"01.06.2019 06:00 - 01.06.2019 06:15","414","411"
"01.06.2019 06:15 - 01.06.2019 06:30","398","410"
"01.06.2019 06:30 - 01.06.2019 06:45","394","407"
"01.06.2019 06:45 - 01.06.2019 07:00","392","407"
"01.06.2019 07:00 - 01.06.2019 07:15","399","407"
"01.06.2019 07:15 - 01.06.2019 07:30","406","411"
"01.06.2019 07:30 - 01.06.2019 07:45","409","411"
"01.06.2019 07:45 - 01.06.2019 08:00","411","396"
"01.06.2019 08:00 - 01.06.2019 08:15","422","397"
"01.06.2019 08:15 - 01.06.2019 08:30","432","390"
"01.06.2019 08:30 - 01.06.2019 08:45","442","385"
"01.06.2019 08:45 - 01.06.2019 09:00","444","388"
"01.06.2019 09:00 - 01.06.2019 09:15","447","391"
"01.06.2019 09:15 - 01.06.2019 09:30","451","397"
"01.06.2019 09:30 - 01.06.2019 09:45","455","397"
"01.06.2019 09:45 - 01.06.2019 10:00","454","397"
"01.06.2019 10:00 - 01.06.2019 10:15","454","402"
"01.06.2019 10:15 - 01.06.2019 10:30","454","416"
"01.06.2019 10:30 - 01.06.2019 10:45","459","420"
"01.06.2019 10:45 - 01.06.2019 11:00","457","421"
"01.06.2019 11:00 - 01.06.2019 11:15","461","427"
"01.06.2019 11:15 - 01.06.2019 11:30","469","433"
"01.06.2019 11:30 - 01.06.2019 11:45","475","438"
"01.06.2019 11:45 - 01.06.2019 12:00","474","442"
"01.06.2019 12:00 - 01.06.2019 12:15","474","444"
"01.06.2019 12:15 - 01.06.2019 12:30","460","450"
"01.06.2019 12:30 - 01.06.2019 12:45","460","452"
"01.06.2019 12:45 - 01.06.2019 13:00","460","451"
"01.06.2019 13:00 - 01.06.2019 13:15","459","450"
"01.06.2019 13:15 - 01.06.2019 13:30","452","448"
"01.06.2019 13:30 - 01.06.2019 13:45","450","450"
"01.06.2019 13:45 - 01.06.2019 14:00","447","455"
"01.06.2019 14:00 - 01.06.2019 14:15","447","456"
"01.06.2019 14:15 - 01.06.2019 14:30","435","455"
"01.06.2019 14:30 - 01.06.2019 14:45","435","449"
"01.06.2019 14:45 - 01.06.2019 15:00","431","440"
"01.06.2019 15:00 - 01.06.2019 15:15","430","436"
"01.06.2019 15:15 - 01.06.2019 15:30","429","433"
"01.06.2019 15:30 - 01.06.2019 15:45","428","433"
"01.06.2019 15:45 - 01.06.2019 16:00","422","423"
"01.06.2019 16:00 - 01.06.2019 16:15","421","416"
"01.06.2019 16:15 - 01.06.2019 16:30","415","414"
"01.06.2019 16:30 - 01.06.2019 16:45","420","420"
"01.06.2019 16:45 - 01.06.2019 17:00","417","419"
"01.06.2019 17:00 - 01.06.2019 17:15","418","426"
"01.06.2019 17:15 - 01.06.2019 17:30","434","427"
"01.06.2019 17:30 - 01.06.2019 17:45","441","432"
"01.06.2019 17:45 - 01.06.2019 18:00","442","432"
"01.06.2019 18:00 - 01.06.2019 18:15","449","433"
"01.06.2019 18:15 - 01.06.2019 18:30","457","429"
"01.06.2019 18:30 - 01.06.2019 18:45","461","436"
"01.06.2019 18:45 - 01.06.2019 19:00","462","435"
"01.06.2019 19:00 - 01.06.2019 19:15","467","438"
"01.06.2019 19:15 - 01.06.2019 19:30","461","439"
"01.06.2019 19:30 - 01.06.2019 19:45","461","444"
"01.06.2019 19:45 - 01.06.2019 20:00","458","446"
"01.06.2019 20:00 - 01.06.2019 20:15","456","457"
"01.06.2019 20:15 - 01.06.2019 20:30","454","461"
"01.06.2019 20:30 - 01.06.2019 20:45","453","469"
"01.06.2019 20:45 - 01.06.2019 21:00","449","476"
"01.06.2019 21:00 - 01.06.2019 21:15","448","482"
"01.06.2019 21:15 - 01.06.2019 21:30","448","476"
"01.06.2019 21:30 - 01.06.2019 21:45","456","474"
"01.06.2019 21:45 - 01.06.2019 22:00","456","470"
"01.06.2019 22:00 - 01.06.2019 22:15","461","464"
"01.06.2019 22:15 - 01.06.2019 22:30","476","459"
"01.06.2019 22:30 - 01.06.2019 22:45","478","455"
"01.06.2019 22:45 - 01.06.2019 23:00","469","455"
"01.06.2019 23:00 - 01.06.2019 23:15","461","452"
"01.06.2019 23:15 - 01.06.2019 23:30","453","455"
"01.06.2019 23:30 - 01.06.2019 23:45","449","460"
"01.06.2019 23:45 - 02.06.2019 00:00","442","458"
"02.06.2019 00:00 - 02.06.2019 00:15","433","473"
"02.06.2019 00:15 - 02.06.2019 00:30","420","487"
"02.06.2019 00:30 - 02.06.2019 00:45","415","488"
"02.06.2019 00:45 - 02.06.2019 01:00","409","484"
"02.06.2019 01:00 - 02.06.2019 01:15","402","472"
"02.06.2019 01:15 - 02.06.2019 01:30","394","467"
"02.06.2019 01:30 - 02.06.2019 01:45","386","460"
"02.06.2019 01:45 - 02.06.2019 02:00","381","449"
"02.06.2019 02:00 - 02.06.2019 02:15","377","442"
"02.06.2019 02:15 - 02.06.2019 02:30","373","430"
"02.06.2019 02:30 - 02.06.2019 02:45","372","423"
"02.06.2019 02:45 - 02.06.2019 03:00","371","420"
"02.06.2019 03:00 - 02.06.2019 03:15","370","412"
"02.06.2019 03:15 - 02.06.2019 03:30","369","405"
"02.06.2019 03:30 - 02.06.2019 03:45","370","400"
"02.06.2019 03:45 - 02.06.2019 04:00","369","398"
"02.06.2019 04:00 - 02.06.2019 04:15","369","397"
"02.06.2019 04:15 - 02.06.2019 04:30","365","392"
"02.06.2019 04:30 - 02.06.2019 04:45","367","394"
"02.06.2019 04:45 - 02.06.2019 05:00","365","389"
"02.06.2019 05:00 - 02.06.2019 05:15","365","384"
"02.06.2019 05:15 - 02.06.2019 05:30","366","383"
"02.06.2019 05:30 - 02.06.2019 05:45","364","381"
"02.06.2019 05:45 - 02.06.2019 06:00","357","382"
"02.06.2019 06:00 - 02.06.2019 06:15","357","377"
"02.06.2019 06:15 - 02.06.2019 06:30","342","372"
"02.06.2019 06:30 - 02.06.2019 06:45","332","371"
"02.06.2019 06:45 - 02.06.2019 07:00","331","372"
"02.06.2019 07:00 - 02.06.2019 07:15","335","373"
"02.06.2019 07:15 - 02.06.2019 07:30","344","377"
"02.06.2019 07:30 - 02.06.2019 07:45","349","375"
"02.06.2019 07:45 - 02.06.2019 08:00","350","364"
"02.06.2019 08:00 - 02.06.2019 08:15","356","361"
"02.06.2019 08:15 - 02.06.2019 08:30","365","354"
"02.06.2019 08:30 - 02.06.2019 08:45","366","348"
"02.06.2019 08:45 - 02.06.2019 09:00","365","345"
"02.06.2019 09:00 - 02.06.2019 09:15","371","346"
"02.06.2019 09:15 - 02.06.2019 09:30","376","352"
"02.06.2019 09:30 - 02.06.2019 09:45","380","352"
"02.06.2019 09:45 - 02.06.2019 10:00","381","356"
"02.06.2019 10:00 - 02.06.2019 10:15","385","358"
"02.06.2019 10:15 - 02.06.2019 10:30","390","365"
"02.06.2019 10:30 - 02.06.2019 10:45","395","371"
"02.06.2019 10:45 - 02.06.2019 11:00","395","374"
"02.06.2019 11:00 - 02.06.2019 11:15","397","380"
"02.06.2019 11:15 - 02.06.2019 11:30","395","386"
"02.06.2019 11:30 - 02.06.2019 11:45","397","393"
"02.06.2019 11:45 - 02.06.2019 12:00","400","397"
"02.06.2019 12:00 - 02.06.2019 12:15","402","400"
"02.06.2019 12:15 - 02.06.2019 12:30","401","405"
"02.06.2019 12:30 - 02.06.2019 12:45","398","409"
"02.06.2019 12:45 - 02.06.2019 13:00","390","410"
"02.06.2019 13:00 - 02.06.2019 13:15","386","408"
"02.06.2019 13:15 - 02.06.2019 13:30","376","409"
"02.06.2019 13:30 - 02.06.2019 13:45","372","412"
"02.06.2019 13:45 - 02.06.2019 14:00","364","409"
"02.06.2019 14:00 - 02.06.2019 14:15","362","409"
"02.06.2019 14:15 - 02.06.2019 14:30","355","403"
"02.06.2019 14:30 - 02.06.2019 14:45","355","397"
"02.06.2019 14:45 - 02.06.2019 15:00","348","393"
"02.06.2019 15:00 - 02.06.2019 15:15","346","382"
"02.06.2019 15:15 - 02.06.2019 15:30","349","373"
"02.06.2019 15:30 - 02.06.2019 15:45","347","366"
"02.06.2019 15:45 - 02.06.2019 16:00","344","355"
"02.06.2019 16:00 - 02.06.2019 16:15","346","349"
"02.06.2019 16:15 - 02.06.2019 16:30","346","341"
"02.06.2019 16:30 - 02.06.2019 16:45","349","344"
"02.06.2019 16:45 - 02.06.2019 17:00","352","342"
"02.06.2019 17:00 - 02.06.2019 17:15","358","344"
"02.06.2019 17:15 - 02.06.2019 17:30","365","342"
"02.06.2019 17:30 - 02.06.2019 17:45","369","348"
"02.06.2019 17:45 - 02.06.2019 18:00","371","346"
"02.06.2019 18:00 - 02.06.2019 18:15","378","347"
"02.06.2019 18:15 - 02.06.2019 18:30","385","350"
"02.06.2019 18:30 - 02.06.2019 18:45","392","347"
"02.06.2019 18:45 - 02.06.2019 19:00","395","355"
"02.06.2019 19:00 - 02.06.2019 19:15","401","361"
"02.06.2019 19:15 - 02.06.2019 19:30","412","368"
"02.06.2019 19:30 - 02.06.2019 19:45","414","376"
"02.06.2019 19:45 - 02.06.2019 20:00","414","388"
"02.06.2019 20:00 - 02.06.2019 20:15","414","398"
"02.06.2019 20:15 - 02.06.2019 20:30","419","405"
"02.06.2019 20:30 - 02.06.2019 20:45","422","409"
"02.06.2019 20:45 - 02.06.2019 21:00","418","418"
"02.06.2019 21:00 - 02.06.2019 21:15","416","431"
"02.06.2019 21:15 - 02.06.2019 21:30","420","428"
"02.06.2019 21:30 - 02.06.2019 21:45","426","436"
"02.06.2019 21:45 - 02.06.2019 22:00","429","434"
"02.06.2019 22:00 - 02.06.2019 22:15","430","439"
"02.06.2019 22:15 - 02.06.2019 22:30","449","440"
"02.06.2019 22:30 - 02.06.2019 22:45","452","441"
"02.06.2019 22:45 - 02.06.2019 23:00","441","439"
"02.06.2019 23:00 - 02.06.2019 23:15","435","445"
"02.06.2019 23:15 - 02.06.2019 23:30","429","442"
"02.06.2019 23:30 - 02.06.2019 23:45","419","448"
"02.06.2019 23:45 - 03.06.2019 00:00","412","447"
"03.06.2019 00:00 - 03.06.2019 00:15","405","452"
"03.06.2019 00:15 - 03.06.2019 00:30","396","459"
"03.06.2019 00:30 - 03.06.2019 00:45","391","458"
"03.06.2019 00:45 - 03.06.2019 01:00","384","451"
"03.06.2019 01:00 - 03.06.2019 01:15","378","441"
"03.06.2019 01:15 - 03.06.2019 01:30","375","433"
"03.06.2019 01:30 - 03.06.2019 01:45","371","424"
"03.06.2019 01:45 - 03.06.2019 02:00","369","414"
"03.06.2019 02:00 - 03.06.2019 02:15","367","408"
"03.06.2019 02:15 - 03.06.2019 02:30","367","406"
"03.06.2019 02:30 - 03.06.2019 02:45","366","400"
"03.06.2019 02:45 - 03.06.2019 03:00","365","392"
"03.06.2019 03:00 - 03.06.2019 03:15","364","385"
"03.06.2019 03:15 - 03.06.2019 03:30","368","378"
"03.06.2019 03:30 - 03.06.2019 03:45","369","369"
"03.06.2019 03:45 - 03.06.2019 04:00","368","361"
"03.06.2019 04:00 - 03.06.2019 04:15","370","352"
"03.06.2019 04:15 - 03.06.2019 04:30","366","341"
"03.06.2019 04:30 - 03.06.2019 04:45","369","337"
"03.06.2019 04:45 - 03.06.2019 05:00","374","335"
"03.06.2019 05:00 - 03.06.2019 05:15","382","335"
"03.06.2019 05:15 - 03.06.2019 05:30","391","334"
"03.06.2019 05:30 - 03.06.2019 05:45","396","334"
"03.06.2019 05:45 - 03.06.2019 06:00","396","340"
"03.06.2019 06:00 - 03.06.2019 06:15","403","338"
"03.06.2019 06:15 - 03.06.2019 06:30","404","349"
"03.06.2019 06:30 - 03.06.2019 06:45","405","349"
"03.06.2019 06:45 - 03.06.2019 07:00","419","351"
"03.06.2019 07:00 - 03.06.2019 07:15","438","358"
"03.06.2019 07:15 - 03.06.2019 07:30","467","382"
"03.06.2019 07:30 - 03.06.2019 07:45","483","385"
"03.06.2019 07:45 - 03.06.2019 08:00","501","390"
"03.06.2019 08:00 - 03.06.2019 08:15","512","407"
"03.06.2019 08:15 - 03.06.2019 08:30","542","433"
"03.06.2019 08:30 - 03.06.2019 08:45","553","451"
"03.06.2019 08:45 - 03.06.2019 09:00","553","465"
"03.06.2019 09:00 - 03.06.2019 09:15","554","484"
"03.06.2019 09:15 - 03.06.2019 09:30","566","507"
"03.06.2019 09:30 - 03.06.2019 09:45","569","522"
"03.06.2019 09:45 - 03.06.2019 10:00","563","535"
"03.06.2019 10:00 - 03.06.2019 10:15","565","540"
"03.06.2019 10:15 - 03.06.2019 10:30","573","551"
"03.06.2019 10:30 - 03.06.2019 10:45","575","561"
"03.06.2019 10:45 - 03.06.2019 11:00","581","567"
"03.06.2019 11:00 - 03.06.2019 11:15","585","570"
"03.06.2019 11:15 - 03.06.2019 11:30","581","576"
"03.06.2019 11:30 - 03.06.2019 11:45","595","578"
"03.06.2019 11:45 - 03.06.2019 12:00","595","575"
"03.06.2019 12:00 - 03.06.2019 12:15","596","572"
"03.06.2019 12:15 - 03.06.2019 12:30","582","578"
"03.06.2019 12:30 - 03.06.2019 12:45","575","584"
"03.06.2019 12:45 - 03.06.2019 13:00","561","593"
"03.06.2019 13:00 - 03.06.2019 13:15","565","596"
"03.06.2019 13:15 - 03.06.2019 13:30","573","597"
"03.06.2019 13:30 - 03.06.2019 13:45","576","600"
"03.06.2019 13:45 - 03.06.2019 14:00","574","606"
"03.06.2019 14:00 - 03.06.2019 14:15","572","601"
"03.06.2019 14:15 - 03.06.2019 14:30","565","588"
"03.06.2019 14:30 - 03.06.2019 14:45","562","569"
"03.06.2019 14:45 - 03.06.2019 15:00","560","563"
"03.06.2019 15:00 - 03.06.2019 15:15","561","567"
"03.06.2019 15:15 - 03.06.2019 15:30","563","569"
"03.06.2019 15:30 - 03.06.2019 15:45","560","567"
"03.06.2019 15:45 - 03.06.2019 16:00","556","550"
"03.06.2019 16:00 - 03.06.2019 16:15","553","547"
"03.06.2019 16:15 - 03.06.2019 16:30","537","550"
"03.06.2019 16:30 - 03.06.2019 16:45","540","557"
"03.06.2019 16:45 - 03.06.2019 17:00","541","569"
"03.06.2019 17:00 - 03.06.2019 17:15","543","565"
"03.06.2019 17:15 - 03.06.2019 17:30","558","576"
"03.06.2019 17:30 - 03.06.2019 17:45","559","578"
"03.06.2019 17:45 - 03.06.2019 18:00","563","569"
"03.06.2019 18:00 - 03.06.2019 18:15","569","563"
"03.06.2019 18:15 - 03.06.2019 18:30","573","567"
"03.06.2019 18:30 - 03.06.2019 18:45","576","567"
"03.06.2019 18:45 - 03.06.2019 19:00","573","569"
"03.06.2019 19:00 - 03.06.2019 19:15","575","563"
"03.06.2019 19:15 - 03.06.2019 19:30","569","560"
"03.06.2019 19:30 - 03.06.2019 19:45","559","556"
"03.06.2019 19:45 - 03.06.2019 20:00","559","559"
"03.06.2019 20:00 - 03.06.2019 20:15","561","567"
"03.06.2019 20:15 - 03.06.2019 20:30","553","566"
"03.06.2019 20:30 - 03.06.2019 20:45","552","573"
"03.06.2019 20:45 - 03.06.2019 21:00","548","572"
"03.06.2019 21:00 - 03.06.2019 21:15","538","582"
"03.06.2019 21:15 - 03.06.2019 21:30","531","579"
"03.06.2019 21:30 - 03.06.2019 21:45","529","575"
"03.06.2019 21:45 - 03.06.2019 22:00","526","571"
"03.06.2019 22:00 - 03.06.2019 22:15","521","567"
"03.06.2019 22:15 - 03.06.2019 22:30","529","558"
"03.06.2019 22:30 - 03.06.2019 22:45","529","553"
"03.06.2019 22:45 - 03.06.2019 23:00","517","545"
"03.06.2019 23:00 - 03.06.2019 23:15","507","547"
"03.06.2019 23:15 - 03.06.2019 23:30","499","539"
"03.06.2019 23:30 - 03.06.2019 23:45","491","539"
"03.06.2019 23:45 - 04.06.2019 00:00","482","535"
"04.06.2019 00:00 - 04.06.2019 00:15","474","536"
"04.06.2019 00:15 - 04.06.2019 00:30","468","538"
"04.06.2019 00:30 - 04.06.2019 00:45","459","529"
"04.06.2019 00:45 - 04.06.2019 01:00","453","511"
"04.06.2019 01:00 - 04.06.2019 01:15","448","510"
"04.06.2019 01:15 - 04.06.2019 01:30","441","500"
"04.06.2019 01:30 - 04.06.2019 01:45","433","496"
"04.06.2019 01:45 - 04.06.2019 02:00","428","482"
"04.06.2019 02:00 - 04.06.2019 02:15","426","474"
"04.06.2019 02:15 - 04.06.2019 02:30","425","464"
"04.06.2019 02:30 - 04.06.2019 02:45","422","456"
"04.06.2019 02:45 - 04.06.2019 03:00","420","448"
"04.06.2019 03:00 - 04.06.2019 03:15","420","446"
"04.06.2019 03:15 - 04.06.2019 03:30","420","439"
"04.06.2019 03:30 - 04.06.2019 03:45","417","436"
"04.06.2019 03:45 - 04.06.2019 04:00","417","432"
"04.06.2019 04:00 - 04.06.2019 04:15","417","431"
"04.06.2019 04:15 - 04.06.2019 04:30","420","429"
"04.06.2019 04:30 - 04.06.2019 04:45","423","428"
"04.06.2019 04:45 - 04.06.2019 05:00","426","428"
"04.06.2019 05:00 - 04.06.2019 05:15","433","428"
"04.06.2019 05:15 - 04.06.2019 05:30","444","429"
"04.06.2019 05:30 - 04.06.2019 05:45","444","428"
